1403715529062142976,0.05644,0.04279,0.10976,0.01525,0.84147,-0.01909,0.53975,
1403715529162142976,0.06739,0.05702,0.13924,0.01069,0.84251,-0.01463,0.53838,
1403715529262142976,0.07912,0.07336,0.17679,0.00107,0.84553,-0.00278,0.53392,
1403715529362142976,0.09106,0.09086,0.21363,-0.00932,0.84864,0.01404,0.52870,
1403715529462142976,0.10595,0.10853,0.24405,-0.01742,0.84846,0.02995,0.52812,
1403715529562142976,0.12131,0.12645,0.26244,-0.02365,0.84556,0.04187,0.53171,
1403715529662142976,0.13583,0.14241,0.28106,-0.03547,0.84077,0.05572,0.53735,
1403715529762142976,0.15377,0.16516,0.30641,-0.04122,0.83654,0.06756,0.54216,
1403715529862142976,0.16975,0.18140,0.31392,-0.04621,0.83263,0.07314,0.54704,
1403715529962142976,0.18829,0.20546,0.33711,-0.04882,0.82750,0.07363,0.55447,
1403715530062142976,0.20621,0.22972,0.36841,-0.04332,0.81975,0.07561,0.56606,
1403715530162142976,0.22559,0.25735,0.40081,-0.02984,0.81388,0.07632,0.57523,
1403715530262142976,0.24717,0.29111,0.43447,-0.01363,0.81611,0.07453,0.57291,
1403715530362142976,0.26447,0.33587,0.48850,-0.00867,0.81850,0.07134,0.56999,
1403715530462142976,0.27477,0.38058,0.56163,-0.01573,0.82026,0.06734,0.56780,
1403715530562142976,0.28943,0.43714,0.62457,-0.02378,0.82055,0.07053,0.56671,
1403715530662142976,0.30111,0.49235,0.68186,-0.03099,0.81962,0.07473,0.56717,
1403715530762142976,0.31076,0.54930,0.72767,-0.03941,0.81879,0.08067,0.56702,
1403715530862142976,0.31743,0.61789,0.77706,-0.05158,0.81748,0.09235,0.56616,
1403715530962142976,0.31956,0.66578,0.80550,-0.06058,0.81659,0.10524,0.56431,
1403715531062142976,0.33433,0.72653,0.85721,-0.06793,0.82322,0.11519,0.55175,
1403715531162142976,0.34038,0.78644,0.88145,-0.07318,0.83426,0.12161,0.53279,
1403715531262142976,0.35461,0.84585,0.91045,-0.09049,0.83742,0.11681,0.52621,
1403715531362142976,0.38006,0.90340,0.94396,-0.10573,0.82844,0.11142,0.53860,
1403715531462142976,0.41152,0.95611,0.97433,-0.11081,0.82000,0.11134,0.55039,
1403715531562142976,0.44653,1.00226,0.98872,-0.11185,0.81514,0.11208,0.55720,
1403715531662142976,0.48404,1.04348,0.99004,-0.11453,0.81530,0.11023,0.55679,
1403715531862142976,0.56637,1.11039,0.98582,-0.09620,0.80694,0.11997,0.57026,
1403715531962142976,0.60808,1.13695,0.98469,-0.08968,0.80031,0.12145,0.58026,
1403715532162142976,0.67435,1.18634,0.98003,-0.08198,0.79575,0.12356,0.58720,
1403715532362142976,0.71679,1.23094,0.97233,-0.09170,0.79682,0.12464,0.58407,
1403715532462142976,0.73058,1.24994,0.96686,-0.10118,0.79933,0.12278,0.57945,
1403715532562142976,0.74096,1.26368,0.96090,-0.11236,0.80105,0.11860,0.57587,
1403715532662142976,0.74902,1.27147,0.95556,-0.12768,0.79981,0.11075,0.57596,
1403715532862142976,0.75863,1.25913,0.94174,-0.14451,0.79574,0.09920,0.57971,
1403715532962142976,0.76289,1.23310,0.92788,-0.14204,0.79771,0.08848,0.57936,
1403715533062142976,0.76574,1.19331,0.90295,-0.13388,0.80134,0.07121,0.57867,
1403715533162142976,0.76671,1.14003,0.86976,-0.11790,0.80244,0.05140,0.58270,
1403715533262142976,0.76490,1.07328,0.84430,-0.09509,0.79622,0.03386,0.59652,
1403715533362142976,0.75648,0.99478,0.83202,-0.07370,0.79499,0.02050,0.60179,
1403715533462142976,0.74300,0.90769,0.83510,-0.05883,0.79957,0.01038,0.59759,
1403715533562142976,0.72400,0.81348,0.85314,-0.05877,0.80595,-0.00479,0.58904,
1403715533662142976,0.69987,0.71084,0.88530,-0.06543,0.81191,-0.01986,0.57976,
1403715533762142976,0.67321,0.59591,0.93285,-0.06998,0.81574,-0.03102,0.57334,
1403715533862142976,0.64652,0.46834,0.98791,-0.06227,0.81877,-0.03111,0.56989,
1403715533962142976,0.61942,0.32885,1.03625,-0.04707,0.82083,-0.02461,0.56869,
1403715534062142976,0.59384,0.18453,1.07255,-0.03468,0.82180,-0.01719,0.56846,
1403715534162142976,0.56464,0.03508,1.09349,-0.01979,0.82167,-0.00814,0.56957,
1403715534262142976,0.52778,-0.11021,1.09989,-0.00586,0.82195,0.00102,0.56952,
1403715534362142976,0.50281,-0.26643,1.09959,0.00162,0.82190,0.00585,0.56960,
1403715534462142976,0.48168,-0.41260,1.08316,0.00743,0.82231,0.00409,0.56898,
1403715534562142976,0.46207,-0.55269,1.05839,0.01562,0.82212,-0.00373,0.56909,
1403715534662142976,0.43847,-0.70158,1.03115,0.02460,0.82256,-0.01802,0.56786,
1403715534762142976,0.42640,-0.83883,1.00492,0.03723,0.82485,-0.03686,0.56292,
1403715534862142976,0.40705,-0.98340,0.98435,0.05462,0.82887,-0.05933,0.55359,
1403715534962142976,0.40380,-1.11321,0.95550,0.07295,0.83129,-0.08310,0.54473,
1403715535062142976,0.40219,-1.24622,0.91962,0.08834,0.83174,-0.10317,0.53829,
1403715535162142976,0.40756,-1.37271,0.88965,0.09790,0.83473,-0.12003,0.52843,
1403715535262142976,0.42668,-1.49491,0.85783,0.10199,0.83859,-0.13306,0.51832,
1403715535362142976,0.45052,-1.61164,0.84246,0.10240,0.84012,-0.14340,0.51298,
1403715535462142976,0.50275,-1.73224,0.80783,0.09059,0.83511,-0.15855,0.51888,
1403715535562142976,0.55920,-1.85474,0.78429,0.08424,0.82500,-0.16473,0.53399,
1403715535662142976,0.61784,-1.98119,0.77048,0.08483,0.81560,-0.16046,0.54941,
1403715535762142976,0.67220,-2.09615,0.75334,0.08451,0.81343,-0.14749,0.55627,
1403715535862142976,0.75163,-2.23654,0.72644,0.08739,0.81495,-0.12407,0.55931,
1403715535962142976,0.81829,-2.36378,0.71270,0.08428,0.82175,-0.10001,0.55463,
1403715536062142976,0.88875,-2.48098,0.67857,0.07668,0.83000,-0.08243,0.54628,
1403715536162142976,0.96502,-2.59826,0.65726,0.06945,0.83673,-0.06883,0.53881,
1403715536262142976,1.04730,-2.71182,0.64103,0.06855,0.84177,-0.05433,0.53270,
1403715536362142976,1.13916,-2.82181,0.63148,0.06995,0.84206,-0.03946,0.53337,
1403715536462142976,1.24187,-2.91623,0.61965,0.07892,0.83783,-0.02265,0.53973,
1403715536562142976,1.35093,-3.00363,0.61441,0.08682,0.83203,-0.01000,0.54780,
1403715536662142976,1.46168,-3.07328,0.61533,0.09116,0.82475,-0.00207,0.55810,
1403715536762142976,1.58374,-3.13852,0.61617,0.08962,0.81276,0.00263,0.57566,
1403715536862142976,1.70546,-3.18803,0.61831,0.08835,0.79977,0.01077,0.59367,
1403715536962142976,1.81921,-3.22063,0.62276,0.09615,0.78670,0.02270,0.60938,
1403715537062142976,1.92472,-3.23553,0.62688,0.10458,0.77217,0.03236,0.62591,
1403715537162142976,2.00581,-3.22469,0.64050,0.11020,0.75278,0.03829,0.64785,
1403715537262142976,2.06835,-3.18816,0.65855,0.10886,0.73501,0.03775,0.66820,
1403715537362142976,2.10218,-3.12462,0.67686,0.08317,0.73200,0.02093,0.67589,
1403715537462142976,2.10876,-3.04418,0.69386,0.05406,0.75053,-0.00116,0.65862,
1403715537562142976,2.09310,-2.95743,0.70933,0.03102,0.77838,-0.02057,0.62669,
1403715537662142976,2.06103,-2.86658,0.72977,0.01748,0.79846,-0.03418,0.60082,
1403715537762142976,2.02776,-2.77476,0.75567,0.01234,0.79712,-0.04195,0.60223,
1403715537862142976,1.98549,-2.68914,0.78322,0.01238,0.78672,-0.04471,0.61557,
1403715537962142976,1.93186,-2.60774,0.80693,0.01358,0.78471,-0.04530,0.61805,
1403715538062142976,1.87160,-2.52837,0.82698,0.01027,0.79108,-0.04913,0.60965,
1403715538162142976,1.80248,-2.45308,0.84461,0.00672,0.79782,-0.05887,0.59997,
1403715538262142976,1.72588,-2.38646,0.85324,0.01101,0.80191,-0.07084,0.59313,
1403715538362142976,1.64577,-2.32996,0.85126,0.02031,0.79980,-0.08367,0.59406,
1403715538462142976,1.56200,-2.28405,0.84168,0.04129,0.78890,-0.09256,0.60610,
1403715538562142976,1.47396,-2.24126,0.83505,0.06729,0.77699,-0.10152,0.61762,
1403715538662142976,1.37456,-2.20048,0.82787,0.08803,0.77081,-0.11703,0.62001,
1403715538762142976,1.26829,-2.15780,0.81738,0.10598,0.77234,-0.13997,0.61047,
1403715538862142976,1.15417,-2.11202,0.80668,0.12463,0.77828,-0.16805,0.59204,
1403715538962142976,1.03364,-2.06543,0.79052,0.14616,0.77871,-0.19981,0.57648,
1403715539062142976,0.91029,-2.01997,0.76573,0.17047,0.77239,-0.23427,0.56522,
1403715539162142976,0.78845,-1.97009,0.72564,0.19474,0.76224,-0.27043,0.55491,
1403715539262142976,0.66301,-1.91773,0.67577,0.21685,0.75136,-0.30653,0.54266,
